year,round,circuit_enc,driver_enc,team_enc,nation_enc,grid,quali_position,driver_pts_before,driver_standing_before,team_pts_before,team_standing_before,pit_stop_count,driver_form,is_dnf,laps,points,positionOrder
2018,16,30,33,23,7,2,2.0,306.0,1.0,495.0,1.0,1.0,1.3333333333333333,0,53,25.0,1
2018,17,20,33,23,7,1,1.0,331.0,1.0,538.0,1.0,1.0,1.0,0,53,25.0,1
2018,18,40,33,23,7,1,1.0,346.0,1.0,563.0,1.0,2.0,1.0,0,56,15.0,3
2018,19,24,33,23,7,3,3.0,358.0,1.0,585.0,1.0,2.0,1.6666666666666667,0,71,12.0,4
2018,20,7,33,23,7,1,1.0,383.0,1.0,620.0,1.0,1.0,2.6666666666666665,0,71,25.0,1
2018,21,1,33,23,7,1,1.0,408.0,1.0,655.0,1.0,1.0,2.6666666666666665,0,55,25.0,1
2019,1,2,33,23,7,1,1.0,18.0,2.0,44.0,1.0,1.0,2.0,0,58,18.0,2
2019,2,5,33,23,7,3,3.0,43.0,2.0,87.0,1.0,2.0,1.3333333333333333,0,57,25.0,1
2019,3,10,33,23,7,2,2.0,68.0,1.0,130.0,1.0,2.0,1.3333333333333333,0,56,25.0,1
2019,4,4,33,23,7,2,2.0,86.0,2.0,173.0,1.0,1.0,1.3333333333333333,0,51,18.0,2
2019,5,35,33,23,7,2,2.0,112.0,1.0,217.0,1.0,2.0,1.3333333333333333,0,66,26.0,1
2019,6,27,33,23,7,1,1.0,137.0,1.0,257.0,1.0,1.0,1.3333333333333333,0,78,25.0,1
2019,7,9,33,23,7,2,2.0,162.0,1.0,295.0,1.0,1.0,1.3333333333333333,0,70,25.0,1
2019,8,15,33,23,7,1,1.0,187.0,1.0,338.0,1.0,1.0,1.0,0,53,25.0,1
2019,9,3,33,23,7,4,2.0,197.0,1.0,363.0,1.0,1.0,1.0,0,71,10.0,5
2019,10,8,33,23,7,2,2.0,223.0,1.0,407.0,1.0,1.0,2.3333333333333335,0,52,26.0,1
2019,11,16,33,23,7,1,1.0,225.0,1.0,409.0,1.0,6.0,2.3333333333333335,0,64,2.0,9
2019,12,17,33,23,7,3,3.0,250.0,1.0,438.0,1.0,2.0,5.0,0,70,25.0,1
2019,13,6,33,23,7,3,3.0,268.0,1.0,471.0,1.0,1.0,3.6666666666666665,0,44,18.0,2
2019,14,19,33,23,7,2,2.0,284.0,1.0,505.0,1.0,2.0,4.0,0,53,16.0,3
2019,15,34,33,23,7,2,2.0,296.0,1.0,527.0,1.0,1.0,2.0,0,61,12.0,4
2019,16,30,33,23,7,2,2.0,322.0,1.0,571.0,1.0,1.0,3.0,0,53,26.0,1
2019,17,20,33,23,7,4,4.0,338.0,1.0,612.0,1.0,2.0,2.6666666666666665,0,52,16.0,3
2019,18,24,33,23,7,3,4.0,363.0,1.0,652.0,1.0,1.0,2.6666666666666665,0,71,25.0,1
2019,19,40,33,23,7,5,5.0,381.0,1.0,695.0,1.0,1.0,1.6666666666666667,0,56,18.0,2
2019,20,7,33,23,7,3,3.0,387.0,1.0,701.0,1.0,3.0,2.0,0,71,6.0,7
2019,21,1,33,23,7,1,1.0,413.0,1.0,739.0,1.0,1.0,3.3333333333333335,0,55,26.0,1
2020,1,3,33,23,7,5,2.0,12.0,4.0,37.0,1.0,2.0,3.3333333333333335,0,71,12.0,4
2020,2,36,33,23,7,1,1.0,37.0,2.0,80.0,1.0,1.0,4.0,0,71,25.0,1
2020,3,17,33,23,7,1,1.0,63.0,1.0,121.0,1.0,3.0,2.0,0,70,26.0,1
2020,4,8,33,23,7,1,1.0,88.0,1.0,146.0,1.0,1.0,2.0,0,52,25.0,1
2020,5,0,33,23,7,2,2.0,107.0,1.0,180.0,1.0,2.0,1.0,0,52,19.0,2
2020,6,35,33,23,7,1,1.0,132.0,1.0,221.0,1.0,2.0,1.3333333333333333,0,66,25.0,1
2020,7,6,33,23,7,1,1.0,157.0,1.0,264.0,1.0,1.0,1.3333333333333333,0,44,25.0,1
2020,8,19,33,23,7,1,1.0,164.0,1.0,281.0,1.0,3.0,1.3333333333333333,0,53,7.0,7
2020,9,39,33,23,7,1,1.0,190.0,1.0,325.0,1.0,5.0,3.0,0,59,26.0,1
2020,10,30,33,23,7,1,1.0,205.0,1.0,366.0,1.0,1.0,3.0,0,53,15.0,3
2020,11,12,33,23,7,2,2.0,230.0,1.0,391.0,1.0,2.0,3.6666666666666665,0,60,25.0,1
2020,12,28,33,23,7,1,1.0,256.0,1.0,435.0,1.0,1.0,1.6666666666666667,0,66,26.0,1
2020,13,13,33,23,7,2,2.0,282.0,1.0,479.0,1.0,2.0,1.6666666666666667,0,63,26.0,1
2020,14,38,33,23,7,6,6.0,307.0,1.0,504.0,1.0,1.0,1.0,0,58,25.0,1
2020,15,5,33,23,7,1,1.0,332.0,1.0,533.0,1.0,3.0,1.0,0,57,25.0,1
2020,17,1,33,23,7,3,3.0,347.0,1.0,573.0,1.0,1.0,1.0,0,55,15.0,3
2021,1,5,33,23,7,2,2.0,25.0,1.0,41.0,1.0,2.0,1.6666666666666667,0,56,25.0,1
2021,2,13,33,23,7,1,1.0,44.0,1.0,60.0,1.0,4.0,1.6666666666666667,0,63,19.0,2
2021,3,28,33,23,7,2,2.0,69.0,1.0,101.0,1.0,3.0,2.0,0,66,25.0,1
2021,4,35,33,23,7,1,1.0,94.0,1.0,141.0,1.0,2.0,1.3333333333333333,0,66,25.0,1
2021,5,27,33,23,7,7,7.0,101.0,2.0,148.0,2.0,2.0,1.3333333333333333,0,78,7.0,7
2021,6,4,33,23,7,2,2.0,101.0,2.0,148.0,2.0,3.0,3.0,0,51,0.0,15
2021,7,15,33,23,7,2,2.0,119.0,2.0,178.0,2.0,1.0,7.666666666666667,0,53,18.0,2
2021,8,36,33,23,7,2,3.0,138.0,2.0,212.0,2.0,2.0,8.0,0,71,19.0,2
2021,9,3,33,23,7,4,4.0,150.0,2.0,242.0,2.0,2.0,6.333333333333333,0,71,12.0,4
2021,10,8,33,23,7,2,1.0,177.0,2.0,285.0,2.0,2.0,2.6666666666666665,0,52,25.0,1
2021,11,17,33,23,7,1,1.0,195.0,1.0,303.0,1.0,4.0,2.3333333333333335,0,70,18.0,2
2021,12,6,33,23,7,3,3.0,202.5,1.0,310.5,1.0,0.0,2.3333333333333335,0,1,7.5,3
2021,13,11,33,23,7,2,2.0,221.5,2.0,344.5,1.0,3.0,2.0,0,72,19.0,2
2021,14,19,33,23,7,4,2.0,221.5,2.0,362.5,1.0,1.0,2.3333333333333335,1,25,0.0,17
2021,15,30,33,23,7,4,4.0,246.5,1.0,397.5,1.0,2.0,7.333333333333333,0,53,25.0,1
2021,16,38,33,23,7,11,1.0,256.5,2.0,433.5,1.0,1.0,6.666666666666667,0,58,10.0,5
2021,17,40,33,23,7,2,2.0,275.5,2.0,460.5,1.0,2.0,7.666666666666667,0,56,19.0,2
2021,18,25,33,23,7,2,2.0,293.5,2.0,478.5,1.0,1.0,2.6666666666666665,0,71,18.0,2
2021,19,37,33,23,7,10,1.0,318.5,2.0,521.5,1.0,4.0,3.0,0,71,25.0,1
2021,20,29,33,23,7,1,1.0,343.5,2.0,546.5,1.0,2.0,1.6666666666666667,0,57,25.0,1
2021,21,33,33,23,7,1,1.0,369.5,2.0,587.5,1.0,3.0,1.3333333333333333,0,50,26.0,1
2021,22,1,33,23,7,2,2.0,387.5,2.0,613.5,1.0,1.0,1.0,0,58,18.0,2
2022,1,5,33,23,7,5,5.0,15.0,3.0,27.0,2.0,3.0,1.3333333333333333,0,57,15.0,3
2022,2,33,33,23,7,15,16.0,16.0,5.0,38.0,2.0,1.0,2.0,0,50,1.0,10
2022,3,2,33,23,7,5,5.0,28.0,5.0,65.0,2.0,1.0,5.0,0,58,12.0,4
2022,4,13,33,23,7,14,13.0,28.0,7.0,77.0,3.0,1.0,5.666666666666667,1,62,0.0,13
2022,5,26,33,23,7,6,6.0,36.0,6.0,95.0,3.0,1.0,9.0,0,57,8.0,6
2022,6,35,33,23,7,6,6.0,46.0,6.0,120.0,3.0,3.0,7.666666666666667,0,66,10.0,5
2022,7,27,33,23,7,8,8.0,50.0,6.0,134.0,3.0,3.0,8.0,0,64,4.0,8
2022,8,4,33,23,7,7,7.0,62.0,6.0,161.0,3.0,2.0,6.333333333333333,0,51,12.0,4
2022,9,9,33,23,7,4,4.0,77.0,6.0,188.0,3.0,2.0,5.666666666666667,0,70,15.0,3
2022,10,8,33,23,7,5,5.0,93.0,6.0,204.0,3.0,3.0,5.0,0,52,16.0,3
2022,11,3,33,23,7,8,9.0,109.0,6.0,237.0,3.0,2.0,3.3333333333333335,0,71,15.0,3
2022,12,15,33,23,7,4,4.0,127.0,6.0,270.0,3.0,1.0,3.0,0,53,18.0,2
2022,13,17,33,23,7,7,7.0,146.0,6.0,304.0,3.0,2.0,2.6666666666666665,0,70,19.0,2
2022,14,6,33,23,7,4,7.0,146.0,6.0,316.0,3.0,0.0,2.3333333333333335,1,0,0.0,20
2022,15,11,33,23,7,4,4.0,158.0,6.0,346.0,3.0,3.0,8.0,0,72,12.0,4
2022,16,19,33,23,7,19,5.0,168.0,6.0,371.0,3.0,1.0,8.666666666666666,0,53,10.0,5
2022,17,34,33,23,7,3,3.0,170.0,6.0,373.0,3.0,1.0,9.666666666666666,0,59,2.0,9
2022,18,20,33,23,7,6,6.0,180.0,6.0,387.0,3.0,2.0,6.0,0,28,10.0,5
2022,19,40,33,23,7,3,5.0,198.0,6.0,416.0,3.0,2.0,6.333333333333333,0,56,18.0,2
2022,20,25,33,23,7,3,3.0,216.0,5.0,447.0,3.0,1.0,5.333333333333333,0,71,18.0,2
2022,21,37,33,23,7,2,8.0,240.0,5.0,505.0,3.0,2.0,3.0,0,71,18.0,2
2022,22,1,33,23,7,5,5.0,240.0,6.0,515.0,3.0,1.0,2.0,1,55,0.0,18
2023,1,5,33,23,7,7,7.0,10.0,5.0,16.0,3.0,2.0,7.333333333333333,0,57,10.0,5
2023,2,33,33,23,7,7,8.0,20.0,5.0,38.0,3.0,1.0,8.333333333333334,0,50,10.0,5
2023,3,2,33,23,7,3,3.0,38.0,4.0,56.0,3.0,3.0,9.333333333333334,0,58,18.0,2
2023,4,4,33,23,7,5,5.0,48.0,4.0,76.0,3.0,1.0,4.0,0,51,8.0,6
2023,5,26,33,23,7,13,13.0,56.0,4.0,96.0,3.0,1.0,4.333333333333333,0,57,8.0,6
2023,6,27,33,23,7,5,6.0,69.0,4.0,119.0,3.0,2.0,4.666666666666667,0,78,13.0,4
2023,7,35,33,23,7,4,5.0,87.0,4.0,152.0,2.0,2.0,5.333333333333333,0,66,18.0,2
2023,8,9,33,23,7,3,4.0,102.0,4.0,167.0,2.0,2.0,4.0,0,70,15.0,3
2023,9,3,33,23,7,5,5.0,106.0,4.0,178.0,2.0,3.0,3.0,0,71,4.0,8
2023,10,8,33,23,7,7,7.0,121.0,4.0,203.0,2.0,1.0,4.333333333333333,0,52,15.0,3
2023,11,17,33,23,7,1,1.0,133.0,4.0,223.0,2.0,2.0,4.666666666666667,0,70,12.0,4
2023,12,6,33,23,7,3,4.0,148.0,4.0,247.0,2.0,3.0,5.0,0,44,13.0,4
2023,13,11,33,23,7,13,13.0,156.0,4.0,255.0,2.0,5.0,3.6666666666666665,0,72,8.0,6
2023,14,19,33,23,7,8,8.0,164.0,4.0,273.0,2.0,1.0,4.666666666666667,0,51,8.0,6
2023,15,34,33,23,7,5,5.0,180.0,3.0,289.0,2.0,2.0,5.333333333333333,0,62,16.0,3
2023,16,20,33,23,7,7,7.0,190.0,3.0,305.0,2.0,2.0,5.0,0,53,10.0,5
2023,17,29,33,23,7,3,3.0,194.0,3.0,326.0,2.0,0.0,4.666666666666667,1,0,0.0,19
2023,18,40,33,23,7,3,3.0,201.0,3.0,344.0,2.0,2.0,9.0,1,56,0.0,19
2023,19,25,33,23,7,6,6.0,220.0,3.0,371.0,2.0,2.0,14.333333333333334,0,71,19.0,2
2023,20,37,33,23,7,5,5.0,226.0,3.0,382.0,2.0,4.0,13.333333333333334,0,71,4.0,8
2023,21,22,33,23,7,10,11.0,232.0,3.0,392.0,2.0,2.0,9.666666666666666,0,50,6.0,7
2023,22,1,33,23,7,11,11.0,234.0,3.0,409.0,2.0,2.0,5.666666666666667,0,58,2.0,9
2024,1,5,33,23,7,9,9.0,6.0,7.0,16.0,3.0,2.0,8.0,0,57,6.0,7
2024,2,33,33,23,7,8,8.0,8.0,9.0,26.0,4.0,1.0,7.666666666666667,0,50,2.0,9
2024,3,2,33,23,7,11,11.0,8.0,10.0,26.0,4.0,1.0,8.333333333333334,1,15,0.0,18
2024,4,20,33,23,7,7,7.0,10.0,9.0,34.0,4.0,3.0,11.333333333333334,0,53,2.0,9
2024,5,10,33,23,7,18,18.0,19.0,9.0,52.0,4.0,2.0,12.0,0,56,2.0,9
2024,6,26,33,23,7,8,8.0,27.0,9.0,64.0,4.0,1.0,12.0,0,57,8.0,6
2024,7,13,33,23,7,8,8.0,35.0,8.0,79.0,4.0,1.0,8.0,0,63,8.0,6
2024,8,27,33,23,7,7,7.0,42.0,8.0,96.0,4.0,2.0,7.0,0,78,7.0,7
2024,9,9,33,23,7,7,7.0,55.0,8.0,124.0,4.0,3.0,6.333333333333333,0,70,13.0,4
2024,10,35,33,23,7,3,3.0,70.0,8.0,151.0,4.0,2.0,5.666666666666667,0,66,15.0,3
2024,11,3,33,23,7,5,5.0,85.0,8.0,196.0,4.0,2.0,4.666666666666667,0,71,12.0,4
2024,12,8,33,23,7,2,2.0,110.0,8.0,221.0,4.0,2.0,3.6666666666666665,0,52,25.0,1
2024,13,17,33,23,7,5,5.0,125.0,6.0,241.0,4.0,2.0,2.6666666666666665,0,70,15.0,3
2024,14,6,33,23,7,3,4.0,150.0,6.0,266.0,4.0,2.0,2.6666666666666665,0,44,25.0,1
2024,15,11,33,23,7,14,11.0,154.0,6.0,276.0,4.0,2.0,1.6666666666666667,0,72,4.0,8
2024,16,19,33,23,7,6,6.0,164.0,6.0,292.0,4.0,2.0,4.0,0,53,10.0,5
2024,17,4,33,23,7,0,7.0,166.0,6.0,309.0,4.0,1.0,4.666666666666667,0,51,2.0,9
2024,18,34,33,23,7,3,3.0,174.0,6.0,329.0,4.0,1.0,7.333333333333333,0,62,8.0,6
2024,19,40,33,23,7,17,19.0,177.0,6.0,344.0,4.0,0.0,6.666666666666667,1,1,0.0,20
2024,20,25,33,23,7,6,6.0,189.0,6.0,366.0,4.0,1.0,11.666666666666666,0,71,12.0,4
2024,21,37,33,23,7,14,16.0,190.0,7.0,382.0,4.0,2.0,10.0,0,69,1.0,10
2024,22,22,33,23,7,10,10.0,208.0,7.0,425.0,4.0,2.0,11.333333333333334,0,50,18.0,2
2024,23,29,33,23,7,6,6.0,211.0,7.0,446.0,4.0,4.0,5.333333333333333,0,57,0.0,12
2024,24,1,33,23,7,16,18.0,223.0,7.0,468.0,4.0,1.0,8.0,0,58,12.0,4
2016,1,2,34,20,19,22,21.0,0.0,19.0,0.0,11.0,1.0,22.0,1,17,0.0,19
2016,2,5,34,20,19,20,21.0,0.0,21.0,0.0,11.0,3.0,19.0,1,56,0.0,17
2016,3,10,34,20,19,20,20.0,0.0,23.0,0.0,11.0,3.0,18.0,1,55,0.0,21
2016,4,30,34,20,19,21,21.0,0.0,23.0,0.0,11.0,0.0,19.0,1,0,0.0,22
2016,5,35,34,20,19,22,22.0,0.0,23.0,0.0,11.0,2.0,20.0,1,65,0.0,17
2016,6,27,34,20,19,19,19.0,0.0,23.0,0.0,11.0,3.0,20.0,1,74,0.0,15
2016,7,9,34,20,19,19,21.0,0.0,23.0,0.0,11.0,2.0,18.0,1,68,0.0,19
2016,8,14,34,20,19,16,17.0,0.0,23.0,0.0,11.0,1.0,17.0,1,49,0.0,18
2016,9,3,34,20,19,20,19.0,0.0,23.0,1.0,10.0,4.0,17.333333333333332,1,70,0.0,16
2016,10,8,34,20,19,19,19.0,0.0,23.0,1.0,10.0,2.0,17.666666666666668,1,24,0.0,19
2016,11,17,34,20,19,21,22.0,0.0,23.0,1.0,10.0,1.0,17.666666666666668,1,68,0.0,21
2016,12,16,34,20,19,19,20.0,0.0,23.0,1.0,10.0,3.0,18.666666666666668,1,65,0.0,20
2017,17,40,34,34,26,19,18.0,0.0,23.0,53.0,6.0,2.0,20.0,1,55,0.0,13
2017,18,24,34,34,26,17,13.0,0.0,23.0,53.0,6.0,0.0,18.0,1,30,0.0,18
2017,19,7,34,34,26,18,15.0,0.0,23.0,53.0,6.0,4.0,17.0,1,40,0.0,17
2017,20,1,34,34,26,20,20.0,0.0,23.0,53.0,7.0,1.0,16.0,1,54,0.0,15
2018,1,2,34,34,26,16,16.0,0.0,15.0,0.0,9.0,2.0,16.666666666666668,1,57,0.0,15
2018,2,5,34,34,26,11,11.0,0.0,19.0,12.0,6.0,2.0,15.666666666666666,1,56,0.0,17
2018,3,10,34,34,26,15,15.0,0.0,20.0,12.0,6.0,2.0,15.666666666666666,1,51,0.0,20
2018,4,4,34,34,26,19,19.0,1.0,18.0,13.0,7.0,3.0,17.333333333333332,0,51,1.0,10
2018,5,35,34,34,26,20,20.0,1.0,18.0,13.0,8.0,2.0,15.666666666666666,1,64,0.0,12
2018,6,27,34,34,26,15,16.0,1.0,18.0,19.0,7.0,1.0,14.0,1,70,0.0,19
2018,7,9,34,34,26,12,12.0,1.0,18.0,19.0,7.0,0.0,13.666666666666666,1,0,0.0,19
2018,8,15,34,34,26,20,17.0,1.0,18.0,19.0,8.0,1.0,16.666666666666668,1,52,0.0,14
2018,9,3,34,34,26,19,19.0,1.0,19.0,19.0,8.0,0.0,17.333333333333332,1,54,0.0,17
2018,10,8,34,34,26,0,20.0,1.0,19.0,19.0,8.0,0.0,16.666666666666668,1,1,0.0,20
2018,11,16,34,34,26,17,18.0,2.0,19.0,20.0,8.0,2.0,17.0,0,67,1.0,10
2018,12,17,34,34,26,8,8.0,2.0,19.0,28.0,8.0,1.0,15.666666666666666,1,69,0.0,11
2018,13,6,34,34,26,11,12.0,2.0,19.0,30.0,7.0,2.0,13.666666666666666,1,43,0.0,14
2018,14,19,34,34,26,16,18.0,2.0,19.0,30.0,8.0,0.0,11.666666666666666,1,0,0.0,19
2018,15,34,34,34,26,17,17.0,2.0,19.0,30.0,8.0,2.0,14.666666666666666,1,60,0.0,17
2018,16,30,34,34,26,20,16.0,2.0,19.0,30.0,8.0,1.0,16.666666666666668,1,4,0.0,20
2018,17,20,34,34,26,6,6.0,2.0,19.0,30.0,8.0,1.0,18.666666666666668,1,52,0.0,13
2018,18,40,34,34,26,20,14.0,4.0,19.0,32.0,8.0,1.0,16.666666666666668,1,55,2.0,9
2018,19,24,34,34,26,14,14.0,4.0,19.0,33.0,9.0,2.0,14.0,1,69,0.0,14
2018,20,7,34,34,26,16,17.0,4.0,19.0,33.0,9.0,1.0,12.0,1,70,0.0,11
2018,21,1,34,34,26,16,16.0,4.0,19.0,33.0,9.0,1.0,11.333333333333334,1,54,0.0,12
2000,1,2,35,25,16,15,15.0,0.0,9.0,0.0,6.0,0.0,15.0,1,56,0.0,9
2000,2,7,35,25,16,19,19.0,0.0,14.0,0.0,8.0,0.0,9.0,1,9,0.0,19
2000,3,32,35,25,16,22,22.0,0.0,19.0,0.0,11.0,0.0,14.0,1,22,0.0,19
2000,4,8,35,25,16,17,17.0,0.0,19.0,0.0,11.0,0.0,15.666666666666666,1,51,0.0,18
2000,5,35,35,25,16,19,19.0,0.0,19.0,0.0,11.0,0.0,18.666666666666668,1,62,0.0,16
2000,7,27,35,25,16,18,18.0,0.0,18.0,0.0,11.0,0.0,17.666666666666668,1,77,0.0,8
2000,8,9,35,25,16,21,21.0,0.0,18.0,0.0,11.0,0.0,14.0,1,34,0.0,20
2000,9,15,35,25,16,16,16.0,0.0,18.0,0.0,11.0,0.0,14.666666666666666,1,71,0.0,12
2000,10,3,35,25,16,13,13.0,0.0,20.0,0.0,11.0,0.0,13.333333333333334,1,41,0.0,15
2000,11,16,35,25,16,13,13.0,0.0,20.0,0.0,11.0,0.0,15.666666666666666,1,40,0.0,12
2000,12,17,35,25,16,19,19.0,0.0,20.0,0.0,11.0,0.0,13.0,1,22,0.0,21
2000,13,6,35,25,16,14,14.0,0.0,20.0,0.0,11.0,0.0,16.0,1,12,0.0,20
2000,14,19,35,25,16,20,20.0,0.0,20.0,0.0,11.0,0.0,17.666666666666668,1,15,0.0,13
2000,15,40,35,25,16,16,16.0,0.0,20.0,0.0,11.0,0.0,18.0,1,72,0.0,9
2000,16,20,35,25,16,16,16.0,0.0,20.0,0.0,11.0,0.0,14.0,1,41,0.0,18
2000,17,23,35,25,16,19,19.0,0.0,20.0,0.0,11.0,0.0,13.333333333333334,1,0,0.0,21
2001,1,2,35,30,16,10,10.0,3.0,4.0,4.0,3.0,0.0,16.0,0,58,3.0,4
2001,2,23,35,30,16,11,11.0,3.0,5.0,4.0,4.0,0.0,14.333333333333334,1,3,0.0,17
2001,3,7,35,30,16,9,9.0,7.0,4.0,8.0,3.0,0.0,14.0,1,70,4.0,3
2001,4,32,35,30,16,12,12.0,7.0,5.0,8.0,5.0,0.0,8.0,1,61,0.0,7
2001,5,35,35,30,16,10,10.0,8.0,5.0,9.0,5.0,0.0,9.0,0,65,1.0,6
2001,6,3,35,30,16,6,6.0,8.0,5.0,12.0,5.0,0.0,5.333333333333333,1,69,0.0,9
2001,7,27,35,30,16,16,16.0,8.0,5.0,12.0,6.0,0.0,7.333333333333333,1,0,0.0,22
2001,8,9,35,30,16,11,11.0,8.0,5.0,15.0,4.0,0.0,12.333333333333334,1,1,0.0,20
2001,9,14,35,30,16,10,10.0,8.0,7.0,15.0,4.0,0.0,17.0,1,54,0.0,17
2001,10,15,35,30,16,9,9.0,9.0,6.0,16.0,4.0,0.0,19.666666666666668,1,71,1.0,6
2001,11,8,35,30,16,9,9.0,10.0,7.0,19.0,4.0,0.0,14.333333333333334,1,59,1.0,6
2001,12,16,35,30,16,7,7.0,10.0,8.0,19.0,4.0,0.0,9.666666666666666,1,0,0.0,21
2001,13,17,35,30,16,7,7.0,11.0,8.0,20.0,4.0,0.0,11.0,1,76,1.0,6
2001,14,6,35,30,16,14,14.0,11.0,8.0,20.0,4.0,0.0,11.0,1,0,0.0,18
2001,15,19,35,30,16,8,8.0,11.0,8.0,20.0,4.0,0.0,15.0,1,52,0.0,11
2001,16,40,35,30,16,6,6.0,12.0,8.0,21.0,4.0,0.0,11.666666666666666,0,73,1.0,6
2001,17,20,35,30,16,10,10.0,12.0,8.0,21.0,4.0,0.0,11.666666666666666,1,52,0.0,9
2002,1,2,35,30,16,10,10.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,1,0,0.0,19
2002,2,23,35,30,16,7,7.0,2.0,7.0,3.0,6.0,0.0,11.333333333333334,1,55,2.0,5
2002,3,7,35,30,16,9,9.0,2.0,9.0,3.0,6.0,0.0,11.0,1,61,0.0,14
2002,4,32,35,30,16,7,7.0,2.0,9.0,3.0,6.0,0.0,12.666666666666666,1,61,0.0,10
2002,5,35,35,30,16,8,8.0,5.0,7.0,8.0,5.0,0.0,9.666666666666666,0,65,3.0,4
2002,6,3,35,30,16,5,5.0,5.0,7.0,8.0,5.0,0.0,9.333333333333334,1,27,0.0,16
2002,7,27,35,30,16,15,15.0,5.0,7.0,8.0,5.0,0.0,10.0,1,76,0.0,8
2002,8,9,35,30,16,7,7.0,5.0,9.0,8.0,5.0,0.0,9.333333333333334,1,69,0.0,12
2002,9,14,35,30,16,9,9.0,5.0,9.0,9.0,5.0,0.0,12.0,1,59,0.0,7
2002,10,8,35,30,16,10,10.0,6.0,8.0,10.0,5.0,0.0,9.0,1,59,1.0,6
2002,11,15,35,30,16,10,10.0,6.0,8.0,10.0,5.0,0.0,8.333333333333334,1,71,0.0,7
2002,12,16,35,30,16,10,10.0,7.0,8.0,11.0,5.0,0.0,6.666666666666667,1,66,1.0,6
2002,13,17,35,30,16,8,8.0,7.0,8.0,11.0,5.0,0.0,6.333333333333333,1,76,0.0,9
2002,14,6,35,30,16,18,18.0,7.0,8.0,11.0,5.0,0.0,7.333333333333333,1,43,0.0,10
2002,15,19,35,30,16,15,15.0,7.0,10.0,11.0,5.0,0.0,8.333333333333334,0,53,0.0,10
2002,16,40,35,30,16,10,10.0,7.0,10.0,11.0,5.0,0.0,9.666666666666666,1,72,0.0,9
2002,17,20,35,30,16,12,12.0,7.0,10.0,11.0,5.0,0.0,9.666666666666666,1,52,0.0,7
2003,1,2,35,30,16,7,7.0,0.0,0.0,3.0,5.0,0.0,8.666666666666666,1,20,0.0,15
2003,2,23,35,30,16,6,6.0,1.0,11.0,4.0,5.0,0.0,10.333333333333334,1,55,1.0,8
2003,3,7,35,30,16,12,12.0,1.0,13.0,8.0,6.0,0.0,10.0,1,8,0.0,20
2003,4,32,35,30,16,11,11.0,1.0,13.0,8.0,6.0,0.0,14.333333333333334,1,61,0.0,10
2003,5,35,35,30,16,14,14.0,1.0,15.0,8.0,6.0,0.0,12.666666666666666,1,63,0.0,10
2003,6,3,35,30,16,4,4.0,1.0,15.0,8.0,7.0,0.0,13.333333333333334,1,46,0.0,15
2003,7,27,35,30,16,14,14.0,1.0,15.0,8.0,7.0,0.0,11.666666666666666,1,76,0.0,11
2003,8,9,35,30,16,12,12.0,1.0,16.0,8.0,7.0,0.0,12.0,1,47,0.0,15
2003,9,14,35,30,16,20,20.0,2.0,15.0,9.0,7.0,0.0,13.666666666666666,1,59,1.0,8
2003,10,15,35,30,16,15,15.0,2.0,16.0,9.0,8.0,0.0,11.333333333333334,1,68,0.0,13
2003,11,8,35,30,16,16,16.0,2.0,16.0,9.0,8.0,0.0,12.0,1,58,0.0,17
2003,12,16,35,30,16,15,15.0,2.0,16.0,9.0,9.0,0.0,12.666666666666666,1,65,0.0,10
2003,13,17,35,30,16,11,11.0,2.0,16.0,9.0,9.0,0.0,13.333333333333334,1,69,0.0,9
2003,14,19,35,30,16,16,16.0,2.0,17.0,9.0,9.0,0.0,12.0,1,52,0.0,9
2003,15,40,35,30,16,13,13.0,6.0,14.0,19.0,5.0,0.0,9.333333333333334,0,73,4.0,5
2003,16,20,35,30,16,11,11.0,6.0,14.0,19.0,6.0,0.0,7.666666666666667,0,53,0.0,9
2004,1,2,35,16,16,15,15.0,0.0,0.0,0.0,9.0,0.0,7.666666666666667,1,43,0.0,16
2004,2,23,35,16,16,15,15.0,0.0,0.0,0.0,9.0,0.0,10.0,1,34,0.0,18
2004,3,5,35,16,16,18,15.0,0.0,18.0,0.0,9.0,0.0,14.333333333333334,1,56,0.0,15
2004,4,32,35,16,16,16,16.0,0.0,20.0,0.0,9.0,0.0,16.333333333333332,1,48,0.0,17
2004,5,35,35,16,16,15,15.0,0.0,20.0,0.0,9.0,0.0,16.666666666666668,1,33,0.0,18
2004,6,27,35,16,16,17,17.0,2.0,13.0,2.0,8.0,0.0,16.666666666666668,1,75,2.0,7
2004,7,14,35,16,16,13,13.0,2.0,14.0,2.0,9.0,0.0,14.0,1,59,0.0,10
2004,8,9,35,16,16,15,15.0,3.0,14.0,5.0,7.0,0.0,11.666666666666666,1,68,1.0,8
2004,9,40,35,16,16,16,16.0,3.0,15.0,5.0,8.0,0.0,8.333333333333334,1,40,0.0,12
2004,10,15,35,16,16,17,17.0,3.0,16.0,5.0,8.0,0.0,10.0,1,68,0.0,16
2004,11,8,35,16,16,15,17.0,3.0,16.0,5.0,8.0,0.0,12.0,1,59,0.0,15
2004,12,16,35,16,16,18,18.0,3.0,16.0,5.0,9.0,0.0,14.333333333333334,1,42,0.0,18
2004,13,17,35,16,16,16,16.0,3.0,17.0,5.0,9.0,0.0,16.333333333333332,1,68,0.0,12
