year,round,circuit_enc,driver_enc,team_enc,nation_enc,grid,quali_position,driver_pts_before,driver_standing_before,team_pts_before,team_standing_before,pit_stop_count,driver_form,is_dnf,laps,points,positionOrder
2020,16,31,0,37,7,17,18.0,0.0,22.0,0.0,10.0,3.0,17.0,0,87,0.0,16
2005,1,2,1,24,13,17,17.0,0.0,20.0,0.0,9.0,0.0,17.0,1,16,0.0,20
2005,2,23,1,24,13,19,20.0,0.0,17.0,0.0,9.0,0.0,20.0,1,52,0.0,13
2005,3,5,1,24,13,18,19.0,0.0,19.0,0.0,9.0,0.0,16.5,1,53,0.0,13
2005,4,32,1,24,13,20,20.0,0.0,21.0,0.0,9.0,0.0,15.333333333333334,1,20,0.0,14
2005,5,35,1,24,13,14,15.0,0.0,21.0,0.0,9.0,0.0,13.333333333333334,1,19,0.0,16
2005,6,27,1,24,13,14,14.0,0.0,21.0,0.0,9.0,0.0,14.333333333333334,1,73,0.0,14
2005,7,14,1,24,13,20,20.0,0.0,23.0,0.0,10.0,0.0,14.666666666666666,1,57,0.0,17
2005,8,9,1,24,13,15,15.0,0.0,21.0,0.0,10.0,0.0,15.666666666666666,1,67,0.0,11
2005,9,40,1,24,13,18,18.0,4.0,17.0,7.0,9.0,0.0,14.0,1,71,4.0,5
2005,10,15,1,24,13,20,20.0,4.0,18.0,7.0,9.0,0.0,11.0,1,37,0.0,17
2005,11,8,1,24,13,18,18.0,4.0,18.0,7.0,10.0,0.0,11.0,1,57,0.0,18
2005,12,16,1,24,13,16,16.0,4.0,18.0,7.0,10.0,0.0,13.333333333333334,1,65,0.0,13
2005,13,17,1,24,13,17,17.0,4.0,18.0,7.0,10.0,0.0,16.0,1,59,0.0,15
2005,14,38,1,24,13,15,16.0,4.0,19.0,7.0,10.0,0.0,15.333333333333334,1,48,0.0,16
2005,15,19,1,24,13,20,20.0,4.0,19.0,7.0,10.0,0.0,14.666666666666666,1,51,0.0,19
2005,16,6,1,24,13,18,18.0,4.0,19.0,7.0,10.0,0.0,16.666666666666668,1,42,0.0,12
2005,17,7,1,24,13,16,18.0,4.0,19.0,7.0,10.0,0.0,15.666666666666666,1,69,0.0,14
2005,18,20,1,24,13,13,13.0,4.0,19.0,7.0,10.0,0.0,15.0,1,49,0.0,16
2005,19,10,1,24,13,18,18.0,4.0,19.0,7.0,10.0,0.0,14.0,1,50,0.0,16
2006,1,5,1,19,13,18,18.0,0.0,0.0,0.0,10.0,0.0,15.333333333333334,1,0,0.0,22
2006,2,23,1,19,13,15,19.0,0.0,17.0,0.0,10.0,0.0,18.0,1,54,0.0,12
2006,3,2,1,19,13,17,18.0,0.0,19.0,0.0,10.0,0.0,16.666666666666668,1,56,0.0,11
2006,4,32,1,19,13,20,20.0,0.0,19.0,0.0,10.0,0.0,15.0,1,0,0.0,22
2006,5,14,1,19,13,16,18.0,0.0,19.0,0.0,10.0,0.0,15.0,1,59,0.0,13
2006,6,35,1,19,13,18,19.0,0.0,19.0,0.0,10.0,0.0,15.333333333333334,1,48,0.0,18
2006,7,27,1,19,13,16,16.0,0.0,19.0,0.0,10.0,0.0,17.666666666666668,1,77,0.0,12
2006,8,8,1,19,13,18,18.0,0.0,19.0,0.0,10.0,0.0,14.333333333333334,1,59,0.0,15
2006,9,9,1,19,13,19,20.0,0.0,19.0,0.0,10.0,0.0,15.0,1,0,0.0,22
2006,10,40,1,19,13,14,14.0,0.0,19.0,0.0,10.0,0.0,16.333333333333332,1,37,0.0,11
2006,11,15,1,19,13,15,16.0,0.0,20.0,0.0,10.0,0.0,16.0,1,68,0.0,15
2006,12,16,1,19,13,21,18.0,0.0,20.0,0.0,10.0,0.0,16.0,1,66,0.0,21
2006,13,17,1,19,13,22,21.0,0.0,21.0,0.0,10.0,0.0,15.666666666666666,1,67,0.0,10
2006,14,38,1,19,13,22,16.0,0.0,21.0,0.0,10.0,0.0,15.333333333333334,1,46,0.0,16
2006,15,19,1,32,13,18,18.0,0.0,22.0,0.0,12.0,0.0,15.666666666666666,1,51,0.0,17
2006,16,10,1,32,13,22,22.0,0.0,22.0,0.0,12.0,0.0,14.333333333333334,1,53,0.0,15
2006,17,20,1,32,13,16,16.0,0.0,22.0,0.0,12.0,0.0,16.0,1,20,0.0,22
2006,18,7,1,32,13,17,18.0,0.0,22.0,0.0,12.0,0.0,18.0,1,70,0.0,14
2007,1,2,1,31,13,21,22.0,0.0,0.0,0.0,10.0,0.0,17.0,1,10,0.0,22
2007,2,23,1,31,13,20,21.0,0.0,0.0,0.0,10.0,0.0,19.333333333333332,1,7,0.0,21
2007,3,5,1,31,13,22,22.0,0.0,18.0,0.0,10.0,0.0,19.0,1,55,0.0,14
2007,4,35,1,31,13,21,21.0,0.0,20.0,0.0,9.0,0.0,19.0,1,63,0.0,14
2007,5,27,1,31,13,22,22.0,0.0,21.0,0.0,10.0,0.0,16.333333333333332,1,70,0.0,19
2007,6,9,1,31,13,21,21.0,0.0,21.0,0.0,10.0,0.0,15.666666666666666,1,47,0.0,15
2007,7,40,1,31,13,22,22.0,0.0,22.0,0.0,10.0,0.0,16.0,1,70,0.0,15
2007,8,15,1,31,13,20,20.0,0.0,22.0,0.0,10.0,0.0,16.333333333333332,1,28,0.0,19
2007,9,8,1,31,13,22,22.0,0.0,22.0,0.0,10.0,0.0,16.333333333333332,1,57,0.0,15
2019,1,2,1,34,33,13,13.0,0.0,14.0,1.0,8.0,1.0,16.333333333333332,1,57,0.0,14
2019,2,5,1,34,33,12,12.0,2.0,11.0,3.0,8.0,2.0,16.0,0,57,2.0,9
2019,3,10,1,34,33,0,0.0,3.0,13.0,4.0,9.0,1.0,12.666666666666666,1,55,1.0,10
2019,4,4,1,34,33,11,12.0,3.0,15.0,4.0,9.0,1.0,11.0,1,50,0.0,11
2019,5,35,1,34,33,11,12.0,3.0,15.0,6.0,9.0,2.0,10.0,0,66,0.0,11
2019,6,27,1,34,33,10,10.0,7.0,14.0,16.0,7.0,1.0,10.666666666666666,0,78,4.0,8
2019,7,9,1,34,33,13,14.0,7.0,15.0,17.0,7.0,1.0,10.0,1,59,0.0,19
2019,8,15,1,34,33,11,11.0,7.0,15.0,17.0,8.0,1.0,12.666666666666666,1,52,0.0,15
2019,9,3,1,34,33,18,13.0,7.0,15.0,17.0,8.0,1.0,14.0,1,70,0.0,15
2019,10,8,1,34,33,9,9.0,7.0,15.0,19.0,8.0,1.0,16.333333333333332,0,52,0.0,12
2019,11,16,1,34,33,16,17.0,15.0,15.0,42.0,5.0,4.0,14.0,0,64,8.0,6
2019,12,17,1,34,33,12,12.0,16.0,15.0,43.0,5.0,1.0,11.0,1,69,1.0,10
2019,13,6,1,28,33,17,14.0,26.0,10.0,254.0,3.0,1.0,9.333333333333334,0,44,10.0,5
2019,14,19,1,28,33,8,8.0,34.0,9.0,266.0,3.0,1.0,7.0,0,53,8.0,6
2019,15,34,1,28,33,6,6.0,42.0,8.0,289.0,3.0,1.0,7.0,0,61,8.0,6
2019,16,30,1,28,33,0,19.0,52.0,8.0,311.0,3.0,1.0,5.666666666666667,0,53,10.0,5
2019,17,20,1,28,33,6,6.0,64.0,8.0,323.0,3.0,2.0,5.666666666666667,0,52,12.0,4
2019,18,24,1,28,33,5,5.0,74.0,8.0,341.0,3.0,2.0,5.0,0,71,10.0,5
2019,19,40,1,28,33,6,6.0,84.0,6.0,366.0,3.0,3.0,4.666666666666667,0,56,10.0,5
2019,20,7,1,28,33,5,6.0,84.0,8.0,391.0,3.0,2.0,4.666666666666667,0,71,0.0,14
2019,21,1,1,28,33,5,6.0,92.0,8.0,417.0,3.0,1.0,8.0,0,55,8.0,6
2020,1,3,1,28,33,4,5.0,0.0,13.0,0.0,9.0,3.0,8.333333333333334,1,67,0.0,13
2020,2,36,1,28,33,6,7.0,12.0,8.0,27.0,3.0,1.0,11.0,0,71,12.0,4
2020,3,17,1,28,33,13,13.0,22.0,5.0,55.0,2.0,2.0,7.666666666666667,0,70,10.0,5
2020,4,8,1,28,33,12,12.0,26.0,6.0,78.0,2.0,2.0,7.333333333333333,0,52,4.0,8
2020,5,0,1,28,33,9,9.0,36.0,6.0,113.0,2.0,2.0,5.666666666666667,0,52,10.0,5
2020,6,35,1,28,33,6,6.0,40.0,6.0,135.0,2.0,2.0,6.0,1,65,4.0,8
2020,7,6,1,28,33,5,5.0,48.0,4.0,158.0,2.0,1.0,7.0,0,44,8.0,6
2020,8,19,1,28,33,9,9.0,48.0,6.0,158.0,2.0,2.0,6.333333333333333,0,53,0.0,15
2020,9,39,1,28,33,4,4.0,63.0,5.0,173.0,2.0,5.0,9.666666666666666,0,59,15.0,3
2020,10,30,1,28,33,15,10.0,64.0,5.0,192.0,2.0,2.0,8.0,0,53,1.0,10
2020,11,12,1,28,33,5,5.0,64.0,7.0,211.0,2.0,1.0,9.333333333333334,1,23,0.0,17
2020,12,28,1,28,33,6,6.0,64.0,8.0,226.0,2.0,2.0,10.0,1,65,0.0,12
2020,13,13,1,28,33,6,6.0,64.0,9.0,226.0,2.0,2.0,13.0,0,63,0.0,15
2020,14,38,1,28,33,4,4.0,70.0,9.0,240.0,2.0,2.0,14.666666666666666,0,58,6.0,7
2020,15,5,1,28,33,4,4.0,85.0,9.0,274.0,2.0,3.0,11.333333333333334,0,57,15.0,3
2020,16,31,1,28,33,12,12.0,93.0,8.0,282.0,2.0,2.0,8.333333333333334,0,87,8.0,6
2020,17,1,1,28,33,5,5.0,105.0,7.0,319.0,2.0,1.0,5.333333333333333,0,55,12.0,4
2022,1,5,1,37,33,14,14.0,0.0,13.0,0.0,8.0,3.0,4.333333333333333,0,57,0.0,13
2022,2,33,1,37,33,16,17.0,0.0,18.0,0.0,10.0,1.0,7.666666666666667,1,47,0.0,14
2022,3,2,1,37,33,20,16.0,1.0,16.0,1.0,9.0,1.0,10.333333333333334,0,58,1.0,10
2022,4,13,1,37,33,18,20.0,1.0,17.0,1.0,10.0,1.0,12.333333333333334,1,62,0.0,11
2022,5,26,1,37,33,18,18.0,3.0,15.0,3.0,10.0,1.0,11.666666666666666,0,57,2.0,9
2022,6,35,1,37,33,18,19.0,3.0,16.0,3.0,10.0,4.0,10.0,1,64,0.0,18
2022,7,27,1,37,33,16,16.0,3.0,16.0,3.0,10.0,3.0,12.666666666666666,1,48,0.0,18
2022,8,4,1,37,33,17,17.0,3.0,16.0,3.0,10.0,2.0,15.0,1,50,0.0,12
2022,9,9,1,37,33,12,12.0,3.0,17.0,3.0,10.0,2.0,16.0,0,70,0.0,13
2022,10,8,1,37,33,16,16.0,3.0,18.0,3.0,10.0,0.0,14.333333333333334,1,0,0.0,20
2022,11,3,1,37,33,15,11.0,3.0,18.0,3.0,10.0,2.0,15.0,1,70,0.0,12
2022,12,15,1,37,33,13,15.0,3.0,19.0,3.0,10.0,1.0,15.0,0,53,0.0,13
2022,13,17,1,37,33,17,17.0,3.0,19.0,3.0,10.0,3.0,15.0,1,69,0.0,17
2022,14,6,1,37,33,6,9.0,4.0,18.0,4.0,10.0,2.0,14.0,0,44,1.0,10
2022,15,11,1,37,33,15,15.0,4.0,19.0,4.0,10.0,4.0,13.333333333333334,0,72,0.0,12
2022,17,34,1,37,33,18,19.0,4.0,19.0,6.0,10.0,0.0,13.0,1,25,0.0,17
2022,18,20,1,37,33,16,16.0,4.0,19.0,8.0,10.0,0.0,13.0,1,0,0.0,20
2022,19,40,1,37,33,8,11.0,4.0,19.0,8.0,10.0,2.0,16.333333333333332,0,56,0.0,13
2022,20,25,1,37,33,17,19.0,4.0,19.0,8.0,10.0,1.0,16.666666666666668,1,70,0.0,12
2022,21,37,1,37,33,19,11.0,4.0,19.0,8.0,10.0,3.0,15.0,0,71,0.0,15
2022,22,1,1,37,33,19,19.0,4.0,19.0,8.0,10.0,2.0,13.333333333333334,1,57,0.0,13
2023,1,5,1,37,33,15,15.0,1.0,10.0,1.0,7.0,3.0,13.333333333333334,0,57,1.0,10
2023,2,33,1,37,33,17,17.0,1.0,13.0,1.0,8.0,1.0,12.666666666666666,1,27,0.0,19
2023,3,2,1,37,33,8,8.0,1.0,18.0,1.0,10.0,0.0,14.0,1,6,0.0,19
2023,4,4,1,37,33,12,13.0,1.0,17.0,1.0,10.0,1.0,16.0,0,51,0.0,12
2023,5,26,1,37,33,11,11.0,1.0,18.0,1.0,10.0,1.0,16.666666666666668,0,57,0.0,14
2023,6,27,1,37,33,13,13.0,1.0,18.0,1.0,10.0,2.0,15.0,1,77,0.0,14
2023,7,35,1,37,33,18,18.0,1.0,18.0,1.0,10.0,2.0,13.333333333333334,1,65,0.0,16
2023,8,9,1,37,33,9,10.0,7.0,12.0,7.0,9.0,1.0,14.666666666666666,0,70,6.0,7
2023,9,3,1,37,33,10,10.0,7.0,13.0,7.0,9.0,3.0,12.333333333333334,0,71,0.0,11
2023,10,8,1,37,33,8,8.0,11.0,13.0,11.0,7.0,1.0,11.333333333333334,0,52,4.0,8
2023,11,17,1,37,33,16,16.0,11.0,13.0,11.0,7.0,2.0,8.666666666666666,1,69,0.0,11
2023,12,6,1,37,33,15,16.0,11.0,13.0,11.0,7.0,3.0,10.0,0,44,0.0,14
2023,13,11,1,37,33,4,4.0,15.0,13.0,15.0,7.0,4.0,11.0,0,72,4.0,8
2023,14,19,1,37,33,6,6.0,21.0,13.0,21.0,7.0,1.0,11.0,0,51,6.0,7
2023,15,34,1,37,33,14,14.0,21.0,13.0,21.0,7.0,2.0,9.666666666666666,0,62,0.0,11
2023,16,20,1,37,33,13,13.0,21.0,13.0,21.0,7.0,2.0,8.666666666666666,1,26,0.0,16
2023,17,29,1,37,33,13,14.0,23.0,13.0,23.0,7.0,3.0,11.333333333333334,0,57,0.0,13
2023,18,40,1,37,33,15,18.0,25.0,13.0,26.0,7.0,2.0,13.333333333333334,0,56,2.0,9
2023,19,25,1,37,33,14,14.0,27.0,13.0,28.0,7.0,2.0,12.666666666666666,0,71,2.0,9
2023,20,37,1,37,33,13,15.0,27.0,13.0,28.0,7.0,0.0,10.333333333333334,1,0,0.0,19
2023,21,22,1,37,33,5,6.0,27.0,13.0,28.0,7.0,1.0,12.333333333333334,0,50,0.0,12
2023,22,1,1,37,33,14,14.0,27.0,13.0,28.0,7.0,2.0,13.333333333333334,0,58,0.0,14
2024,1,5,1,37,33,13,13.0,0.0,15.0,0.0,9.0,2.0,15.0,1,56,0.0,15
2024,2,33,1,37,33,12,12.0,0.0,13.0,0.0,7.0,1.0,13.666666666666666,0,50,0.0,11
2024,3,2,1,37,33,12,12.0,0.0,15.0,0.0,8.0,2.0,13.333333333333334,1,57,0.0,11
2024,4,20,1,37,33,14,14.0,0.0,15.0,0.0,8.0,0.0,12.333333333333334,1,0,0.0,20
2024,5,10,1,37,33,14,14.0,0.0,15.0,0.0,8.0,2.0,14.0,0,56,0.0,12
2024,6,26,1,37,33,14,14.0,0.0,17.0,0.0,9.0,2.0,14.333333333333334,0,57,0.0,18
2024,7,13,1,37,33,14,14.0,0.0,17.0,0.0,9.0,4.0,16.666666666666668,1,51,0.0,20
2024,8,27,1,37,33,9,9.0,2.0,15.0,2.0,8.0,1.0,16.666666666666668,1,77,2.0,9
2024,9,9,1,37,33,10,10.0,2.0,16.0,2.0,9.0,2.0,15.666666666666666,1,52,0.0,17
2024,10,35,1,37,33,0,19.0,2.0,17.0,2.0,9.0,2.0,15.333333333333334,1,65,0.0,18
2024,11,3,1,37,33,16,16.0,2.0,18.0,2.0,9.0,2.0,14.666666666666666,1,70,0.0,15
2024,12,8,1,37,33,9,9.0,4.0,17.0,4.0,9.0,2.0,16.666666666666668,0,52,2.0,9
2024,13,17,1,37,33,13,13.0,4.0,17.0,4.0,9.0,2.0,14.0,1,69,0.0,14
2024,14,6,1,37,33,10,11.0,4.0,18.0,4.0,9.0,2.0,12.666666666666666,0,44,0.0,12
2024,15,11,1,37,33,19,19.0,4.0,18.0,4.0,9.0,2.0,11.666666666666666,1,71,0.0,14
2024,16,19,1,37,33,9,9.0,6.0,17.0,6.0,9.0,1.0,13.333333333333334,0,53,2.0,9
2024,17,4,1,37,33,9,10.0,12.0,13.0,16.0,8.0,1.0,11.666666666666666,0,51,6.0,7
2024,18,34,1,37,33,11,11.0,12.0,13.0,16.0,8.0,1.0,10.0,1,15,0.0,20
2024,19,40,1,37,33,14,16.0,12.0,13.0,17.0,8.0,2.0,12.0,1,55,0.0,16
2024,20,25,1,37,33,9,9.0,12.0,14.0,17.0,8.0,0.0,14.333333333333334,1,0,0.0,19
2024,21,37,1,37,33,7,7.0,12.0,16.0,17.0,9.0,0.0,18.333333333333332,1,0,0.0,18
2024,22,22,1,37,33,17,18.0,12.0,16.0,17.0,9.0,1.0,17.666666666666668,1,25,0.0,19
2024,23,29,1,37,33,16,16.0,12.0,16.0,17.0,9.0,4.0,18.666666666666668,1,56,0.0,15
2024,24,1,1,37,33,18,16.0,12.0,16.0,17.0,9.0,1.0,17.333333333333332,1,57,0.0,11
2009,10,17,2,34,30,19,20.0,0.0,21.0,5.0,9.0,0.0,19.0,1,69,0.0,15
2009,11,14,2,34,30,19,19.0,0.0,21.0,5.0,9.0,0.0,15.0,1,56,0.0,16
2009,12,6,2,34,30,17,17.0,0.0,22.0,5.0,10.0,0.0,15.5,1,0,0.0,20
2009,13,19,2,34,30,20,20.0,0.0,23.0,5.0,10.0,0.0,17.0,1,19,0.0,18
2009,14,34,2,34,30,16,17.0,0.0,24.0,5.0,10.0,0.0,18.0,1,47,0.0,15
2009,15,20,2,34,30,12,15.0,0.0,24.0,5.0,10.0,0.0,17.666666666666668,1,43,0.0,18
2009,16,7,2,34,30,12,12.0,0.0,24.0,7.0,10.0,0.0,17.0,1,70,0.0,14
2009,17,1,2,34,30,14,15.0,0.0,24.0,8.0,10.0,0.0,15.666666666666666,1,18,0.0,20
2010,1,5,2,34,30,18,18.0,0.0,13.0,0.0,8.0,0.0,17.333333333333332,0,49,0.0,13
2010,2,2,2,34,30,17,17.0,0.0,12.0,0.0,8.0,0.0,15.666666666666666,0,58,0.0,11
2010,3,23,2,34,30,14,14.0,2.0,13.0,2.0,8.0,0.0,14.666666666666666,0,56,2.0,9
2010,4,10,2,34,30,12,12.0,2.0,14.0,2.0,8.0,0.0,11.0,0,56,0.0,13
2010,5,35,2,34,30,15,16.0,3.0,14.0,3.0,8.0,0.0,11.0,1,65,1.0,10
2010,6,27,2,34,30,17,17.0,3.0,14.0,4.0,8.0,0.0,10.666666666666666,0,78,0.0,11
2010,7,38,2,34,30,16,16.0,3.0,14.0,4.0,8.0,0.0,11.333333333333334,0,58,0.0,12
2010,8,9,2,34,30,16,16.0,3.0,15.0,8.0,7.0,0.0,11.0,1,69,0.0,12
2010,9,14,2,34,30,17,17.0,3.0,16.0,10.0,8.0,0.0,11.666666666666666,0,57,0.0,13
2010,10,8,2,34,30,17,18.0,3.0,16.0,10.0,9.0,0.0,12.333333333333334,1,44,0.0,21
2010,11,16,2,34,30,15,16.0,3.0,16.0,10.0,9.0,0.0,15.333333333333334,1,66,0.0,15
2010,12,17,2,34,30,17,17.0,3.0,18.0,10.0,9.0,0.0,16.333333333333332,1,1,0.0,24
2010,13,6,2,34,30,11,13.0,3.0,18.0,10.0,9.0,0.0,20.0,0,44,0.0,13
2010,14,19,2,34,30,15,16.0,3.0,18.0,10.0,9.0,0.0,17.333333333333332,1,52,0.0,15
2010,15,34,2,34,30,11,11.0,3.0,18.0,10.0,9.0,0.0,17.333333333333332,1,60,0.0,12
2010,16,20,2,34,30,16,16.0,3.0,19.0,11.0,9.0,0.0,13.333333333333334,1,52,0.0,11
2010,17,21,2,34,30,15,16.0,3.0,19.0,11.0,9.0,0.0,12.666666666666666,0,55,0.0,11
2010,18,7,2,34,30,14,14.0,3.0,19.0,11.0,9.0,0.0,11.333333333333334,1,70,0.0,11
2010,19,1,2,34,30,17,17.0,5.0,19.0,13.0,9.0,0.0,11.0,0,55,2.0,9
2011,1,2,2,34,30,12,12.0,0.0,11.0,4.0,5.0,3.0,10.333333333333334,1,57,0.0,11
2011,2,23,2,34,30,13,13.0,0.0,14.0,4.0,6.0,2.0,10.333333333333334,1,55,0.0,14
2011,3,10,2,34,30,7,7.0,0.0,15.0,4.0,7.0,1.0,11.333333333333334,1,9,0.0,24
2011,4,38,2,34,30,17,17.0,0.0,15.0,6.0,7.0,4.0,16.333333333333332,1,57,0.0,16
2011,5,35,2,34,30,13,13.0,0.0,16.0,6.0,7.0,4.0,18.0,1,64,0.0,16
2011,6,27,2,34,30,19,20.0,0.0,17.0,7.0,8.0,2.0,18.666666666666668,1,66,0.0,20
2011,7,9,2,34,30,24,18.0,4.0,14.0,12.0,7.0,3.0,17.333333333333332,0,70,4.0,8
2011,8,14,2,34,30,18,18.0,8.0,13.0,16.0,7.0,2.0,14.666666666666666,1,56,4.0,8
2011,9,8,2,34,30,18,18.0,9.0,13.0,17.0,7.0,2.0,12.0,0,52,1.0,10
2011,10,16,2,34,30,16,17.0,9.0,13.0,17.0,8.0,2.0,8.666666666666666,1,59,0.0,12
2011,11,17,2,34,30,16,16.0,10.0,14.0,22.0,8.0,3.0,10.0,1,69,1.0,10
2011,12,6,2,34,30,6,6.0,10.0,14.0,22.0,8.0,0.0,10.666666666666666,1,0,0.0,24
2011,13,19,2,34,30,18,18.0,16.0,13.0,29.0,8.0,2.0,15.333333333333334,1,52,6.0,7
2011,14,34,2,34,30,16,16.0,16.0,14.0,29.0,8.0,3.0,13.666666666666666,1,56,0.0,21
2011,15,20,2,34,30,16,16.0,16.0,14.0,29.0,8.0,2.0,17.333333333333332,0,53,0.0,15
2011,16,21,2,34,30,11,11.0,22.0,13.0,37.0,8.0,2.0,14.333333333333334,0,55,6.0,7
2011,17,18,2,34,30,10,10.0,26.0,13.0,41.0,8.0,2.0,14.333333333333334,1,59,4.0,8
2011,18,1,2,34,30,15,15.0,26.0,13.0,41.0,8.0,2.0,10.0,1,54,0.0,15
2011,19,7,2,34,30,13,13.0,26.0,14.0,41.0,8.0,2.0,10.0,1,70,0.0,11
2001,1,2,3,24,30,19,19.0,0.0,12.0,0.0,9.0,0.0,19.0,1,56,0.0,12
2001,2,23,3,24,30,21,21.0,0.0,16.0,0.0,11.0,0.0,12.0,1,52,0.0,13
2001,3,7,3,24,30,19,19.0,0.0,19.0,0.0,11.0,0.0,12.5,1,25,0.0,19
2001,4,32,3,24,30,18,18.0,0.0,20.0,0.0,11.0,0.0,14.666666666666666,1,5,0.0,22
2001,5,35,3,24,30,18,18.0,0.0,21.0,0.0,11.0,0.0,18.0,1,63,0.0,13
2001,6,3,3,24,30,18,18.0,0.0,21.0,0.0,11.0,0.0,18.0,1,38,0.0,15
2001,7,27,3,24,30,18,18.0,0.0,21.0,0.0,11.0,0.0,16.666666666666668,1,54,0.0,13
2001,8,9,3,24,30,22,22.0,0.0,23.0,0.0,11.0,0.0,13.666666666666666,1,7,0.0,19
2001,9,14,3,24,30,21,21.0,0.0,23.0,0.0,11.0,0.0,15.666666666666666,1,65,0.0,14
2001,10,15,3,24,30,21,21.0,0.0,23.0,0.0,11.0,0.0,15.333333333333334,1,65,0.0,17
2001,11,8,3,24,30,21,21.0,0.0,23.0,0.0,11.0,0.0,16.666666666666668,1,57,0.0,16
2001,12,16,3,24,30,21,21.0,0.0,23.0,0.0,11.0,0.0,15.666666666666666,1,44,0.0,10
2001,13,17,3,24,30,18,18.0,0.0,23.0,0.0,11.0,0.0,14.333333333333334,1,37,0.0,18
2001,14,6,3,24,30,20,20.0,0.0,23.0,0.0,11.0,0.0,14.666666666666666,1,0,0.0,22
2001,15,19,3,24,30,21,21.0,0.0,23.0,0.0,11.0,0.0,16.666666666666668,1,51,0.0,13
2001,16,40,3,24,30,17,17.0,0.0,23.0,0.0,11.0,0.0,17.666666666666668,1,36,0.0,21
2001,17,20,3,24,30,18,18.0,0.0,23.0,0.0,11.0,0.0,18.666666666666668,1,52,0.0,11
2003,1,2,3,29,30,10,10.0,2.0,7.0,6.0,3.0,0.0,15.0,0,58,2.0,7
2003,2,23,3,29,30,1,1.0,8.0,5.0,16.0,3.0,0.0,13.0,0,56,6.0,3
2003,3,7,3,29,30,10,10.0,14.0,3.0,23.0,2.0,0.0,7.0,0,54,6.0,3
2003,4,32,3,29,30,8,8.0,17.0,4.0,26.0,3.0,0.0,4.333333333333333,0,62,3.0,6
2003,5,35,3,29,30,3,3.0,25.0,3.0,34.0,3.0,0.0,4.0,0,65,8.0,2
2003,6,3,3,29,30,19,19.0,25.0,4.0,35.0,3.0,0.0,3.6666666666666665,1,44,0.0,16
2003,7,27,3,29,30,8,8.0,29.0,3.0,42.0,4.0,0.0,8.0,0,78,4.0,5
2003,8,9,3,29,30,4,4.0,34.0,3.0,47.0,4.0,0.0,7.666666666666667,0,70,5.0,4
2003,9,14,3,29,30,8,8.0,39.0,5.0,52.0,4.0,0.0,8.333333333333334,0,60,5.0,4
2003,10,15,3,29,30,7,7.0,39.0,6.0,52.0,4.0,0.0,4.333333333333333,1,43,0.0,18
2003,11,8,3,29,30,8,8.0,39.0,6.0,55.0,4.0,0.0,8.666666666666666,1,52,0.0,18
2003,12,16,3,29,30,8,8.0,44.0,6.0,66.0,4.0,0.0,13.333333333333334,0,67,5.0,4
2003,13,17,3,29,30,1,1.0,54.0,5.0,78.0,4.0,0.0,13.333333333333334,0,70,10.0,1
2003,14,19,3,29,30,20,20.0,55.0,6.0,79.0,4.0,0.0,7.666666666666667,1,52,1.0,8
2003,15,40,3,29,30,6,6.0,55.0,6.0,84.0,4.0,0.0,4.333333333333333,1,44,0.0,15
2003,16,20,3,29,30,5,5.0,55.0,6.0,88.0,4.0,0.0,8.0,1,17,0.0,18
2004,1,2,3,29,30,5,5.0,6.0,3.0,8.0,3.0,0.0,13.666666666666666,0,58,6.0,3
2004,2,23,3,29,30,19,19.0,8.0,5.0,14.0,3.0,0.0,12.0,0,56,2.0,7
2004,3,5,3,29,30,16,17.0,11.0,5.0,22.0,2.0,0.0,9.333333333333334,0,57,3.0,6
2004,4,32,3,29,30,6,6.0,16.0,5.0,31.0,2.0,0.0,5.333333333333333,0,62,5.0,4
2004,5,35,3,29,30,8,8.0,21.0,4.0,42.0,2.0,0.0,5.666666666666667,0,66,5.0,4
2004,6,27,3,29,30,3,4.0,21.0,6.0,52.0,2.0,0.0,4.666666666666667,1,41,0.0,12
2004,7,14,3,29,30,6,6.0,25.0,5.0,61.0,2.0,0.0,6.666666666666667,0,60,4.0,5
2004,8,9,3,29,30,5,5.0,25.0,5.0,61.0,2.0,0.0,7.0,1,44,0.0,13
2004,9,40,3,29,30,9,9.0,25.0,5.0,66.0,2.0,0.0,10.0,1,8,0.0,16
2004,10,15,3,29,30,1,1.0,33.0,5.0,79.0,2.0,0.0,11.333333333333334,0,70,8.0,2
2004,11,8,3,29,30,16,6.0,33.0,5.0,79.0,2.0,0.0,10.333333333333334,0,60,0.0,10
2004,12,16,3,29,30,5,6.0,39.0,5.0,85.0,2.0,0.0,9.333333333333334,0,66,6.0,3
2004,13,17,3,29,30,5,5.0,45.0,5.0,91.0,2.0,0.0,5.0,0,70,6.0,3
2004,14,6,3,29,30,3,3.0,45.0,5.0,91.0,2.0,0.0,5.333333333333333,1,11,0.0,16
2004,15,19,3,29,30,4,4.0,45.0,5.0,91.0,3.0,0.0,7.333333333333333,1,40,0.0,16
2004,16,10,3,29,30,6,6.0,50.0,4.0,96.0,3.0,0.0,11.666666666666666,0,56,5.0,4
2004,17,20,3,29,30,11,11.0,54.0,4.0,100.0,3.0,0.0,12.0,0,53,4.0,5
2004,18,7,3,29,30,8,9.0,59.0,4.0,105.0,3.0,0.0,8.333333333333334,0,71,5.0,4
2005,1,2,3,29,30,13,13.0,6.0,3.0,16.0,1.0,0.0,4.333333333333333,0,57,6.0,3
